Company,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20
AAPL,1.3767304420471191,0.015257260762155056,0.0004756104317493737,0.6146982312202454,0.3552326560020447,0.43517085909843445,1.0817360877990723,0.5429818034172058,1.3724465370178223,0.7473947405815125,0.0,0.3271631598472595,1.4315793350760941e-06,0.7651195526123047,1.097834587097168,0.781040608882904,0.3295474052429199,0.7442771792411804,0.00030773127218708396,0.3286043107509613
MSFT,0.9167822003364563,0.1133735254406929,0.5074818134307861,0.11430459469556808,0.8180086612701416,0.0257225651293993,0.07910138368606567,0.5043467879295349,0.3237186670303345,0.0,0.9378542900085449,0.2189061939716339,0.35334113240242004,0.35007843375205994,0.1897691935300827,0.6058090925216675,0.007146150339394808,0.0,0.0,0.0015388159081339836
GOOGL,0.8702295422554016,0.4239019751548767,0.5860418677330017,0.2831934690475464,0.5789911150932312,0.5439729690551758,1.1596142053604126,1.9668299501063302e-05,0.016612930223345757,1.0243690013885498,0.0,0.10414647310972214,1.3172013759613037,0.05598286911845207,0.0,0.8800830245018005,0.0,0.16201913356781006,0.8401298522949219,0.08111056685447693
AMZN,0.6540965437889099,0.44803398847579956,0.5871920585632324,0.3194246292114258,0.494524210691452,0.35459157824516296,0.305422842502594,0.6669481992721558,0.0,1.368737684970256e-05,0.8956170082092285,0.001996387727558613,0.4570643901824951,0.36443066596984863,0.931415855884552,0.7906674146652222,0.6662076711654663,0.9906414747238159,0.0,0.4105910658836365
QCOM,0.6458325386047363,0.00014150184870231897,0.5358443856239319,0.6524580717086792,0.051984939724206924,0.26387670636177063,0.9153950810432434,7.105270924512297e-06,0.029524318873882294,0.9658254981040955,0.3743017911911011,0.6733625531196594,0.2860124111175537,0.522773802280426,2.433781628496945e-05,0.7580668330192566,0.2358197122812271,0.031742677092552185,0.3986075222492218,0.34535524249076843
